מ.במחסן,מחס,מספר פריט,שם פריט,מספר חליפי,***,כמות במלאי
,0,04W25UNITD55,כנף גלישה UNIT D/LAB 5.5 25,42250-3529,,
,0,04W25UNITD60,כנף גלישה UNIT D/LAB 6.0 25,42250-3529,,
,0,04W25UNITS,כנף גלישה UNIT SLS 25,,,
,0,04W25UNITS35,כנף גלישה UNIT SLS 3.5 25,42250-3535,,
,0,04W25UNITS40,כנף גלישה UNIT SLS 4.0 25,42250-3535,,
,0,04W25UNITS45,כנף גלישה UNIT SLS 4.5 25,42250-3535,,
,0,04W25UNITS50,כנף גלישה UNIT SLS 5.0 25,42250-3535,,
,0,04W25UNITS50P,כנף גלישה UNIT SLS 5.0 25 ורוד,42250-3534/C16,,
,0,04W25UNITS55,כנף גלישה UNIT SLS 5.5 25,42250-3535,,
,0,04W25UNITS60,כנף גלישה UNIT SLS 6.0 25,42250-3535,,
,0,04W25UNITS60P,כנף גלישה UNIT SLS 6.0 25 ורוד,42250-3534/C16,,
,0,04W25VEN,כנף גלישה VENTIS 25,,,
,0,04W25VEN70,כנף גלישה VENTIS 7.0 25 צהוב,42250-3517/C01,,1.00
,0,04W25VEN70C02,כנף גלישה VENTIS 7.0 25 כחול,42250-3517/C02,,2.00
,0,04W25VEN80,כנף גלישה VENTIS 8.0 25 צהוב,42250-3517/C01,,1.00
,0,04W25VEN80C02,כנף גלישה VENTIS 8.0 25 כחול,42250-3517/C02,,
,0,04W25VEND70,כנף גלישה VENTIS D/LAB 7.0 25,42250-3527,,2.00
,0,04W25VEND80,כנף גלישה VENTIS D/LAB 8.0 25,42250-3527,,
,0,04W25VENDF70,כנף גלישה VENTIS FS DLB 7.0 25,42250-3524/C12,,1.00
,0,04W26FLOAT30,כנף גלישה FLOAT 26 אדום 3.0,42260-3532/C06,,
,0,04W26FLOAT40,כנף גלישה FLOAT 26 אדום 4.0,42260-3532/C06,,1.00
,0,04W26FLOAT45,כנף גלישה FLOAT 26 אדום 4.5,42260-3532/C06,,3.00
,0,04W26FLOAT50,כנף גלישה FLOAT 26 אדום 5.0,42260-3532/C06,,1.00
,0,04W26FLOAT55,כנף גלישה FLOAT 26 אדום 5.5,42260-3532/C06,,2.00
,0,04W26FLOATS40,כנף גלישה FLOAT SLS 26 חול 4.0,42260-3533/C04,,3.00
,0,04W26FLOATS45,כנף גלישה FLOAT SLS 26 חול 4.5,42260-3533/C04,,4.00
,0,04W26FLOATS50,כנף גלישה FLOAT SLS 26 חול 5.0,42260-3533/C04,,3.00
,0,04W26UNG30,כנף 26 יוניט 3.0 ירוק,42260-3519/C01,,1.00
,0,04W26UNG35,כנף 26 יוניט 3.5 ירוק,42260-3519/C01,,3.00
,0,04W26UNG40,כנף 26 יוניט 4.0 ירוק,42260-3519/C01,,3.00
,0,04W26UNG45,כנף 26 יוניט 4.5 ירוק,42260-3519/C01,,1.00
,0,04W26UNG50,כנף 26 יוניט 5.0 ירוק,42260-3519/C01,,3.00
,0,04W26UNG55,כנף 26 יוניט 5.5 ירוק,42260-3519/C01,,
,0,04W26UNG60,כנף 26 יוניט 6.0 ירוק,42260-3519/C01,,2.00
,0,04W26UNO30,כנף 26 יוניט 3.0 כתום,42260-3519/C02,,1.00
,0,04W26UNO35,כנף 26 יוניט 3.5 כתום,42260-3519/C02,,
,0,04W26UNO40,כנף 26 יוניט 4.0 כתום,42260-3519/C02,,1.00
,0,04W26UNO45,כנף 26 יוניט 4.5 כתום,42260-3519/C02,,
,0,04W26UNO50,כנף 26 יוניט 5.0 כתום,42260-3519/C02,,1.00
,0,04W26UNO55,כנף 26 יוניט 5.5 כתום,42260-3519/C02,,2.00
,0,04W26UNO60,כנף 26 יוניט 6.0 כתום,42260-3519/C02,,2.00
,0,04W26UNS40,כנף 26 יוניט סלס 4.0 חול,42260-3534/C04,,
,0,04W26UNS45,כנף 26 יוניט סלס 4.5 חול,42260-3534/C04,,
,0,04W26UNS50,כנף 26 יוניט סלס 5.0 חול,42260-3534/C04,,2.00
,0,04W26UNS55,כנף 26 יוניט סלס 5.5 חול,42260-3534/C04,,
,0,04W26UNS60,כנף 26 יוניט סלס 6.0 חול,42260-3534/C04,,
,0,04W26UNSB30,כנף 26 יוניט סלס 3.0 לבן,42260-3535/C03,,
,0,04W26UNSB35,כנף 26 יוניט סלס 3.5 לבן,42260-3535/C03,,2.00
,0,04W26UNSB40,כנף 26 יוניט סלס 4.0 לבן,42260-3535/C03,,
,0,04W26UNSB45,כנף 26 יוניט סלס 4.5 לבן,42260-3535/C03,,2.00
,0,04W26UNSB50,כנף 26 יוניט סלס 5.0 לבן,42260-3535/C03,,1.00
,0,04W26UNSB55,כנף 26 יוניט סלס 5.5 לבן,42260-3535/C03,,
,0,04W26UNSB60,כנף 26 יוניט סלס 6.0 לבן,42260-3535/C03,,5.00
,0,04W26UT35,כנף 26 יוניט דילאב 3.5,42260-3529,,
