ענף ספורט,קטגוריה,שם מוצר,תכונה 1,תכונה 2,"מק""ט",מחיר רגיל (₪),מחיר מבצע (₪),מלאי,URL מוצר
קייט סרפינג,תיקים וכיסויים,תיק לגלשן קייט (טווין טיפ),l-143x45,,05BT06L,290,,אזל,https://yamitysb.co.il/product/twintip-boardbag-core/
קייט סרפינג,תיקים וכיסויים,תיק לשלושה גלשני גלים,,,08A702723,1406,1406,נשארו במלאי רק 2,https://yamitysb.co.il/product/%d7%aa%d7%99%d7%a7-%d7%9c%d7%92%d7%9c%d7%a9%d7%9f-%d7%92%d7%9c%d7%99%d7%9d-%d7%9e%d7%a9%d7%95%d7%9c%d7%a9-8%d7%b36/
קייט סרפינג,תיקים וכיסויים,תיק נסיעות לגלשן גלים ION,06,,05BT60,501,,קיים במלאי,https://yamitysb.co.il/product/surf-boardbag-tec/
קייט סרפינג,תיקים וכיסויים,תיק נסיעות לגלשן גלים וקייטים ION,06,,05BT70152260,990,,נשארו במלאי רק 2,https://yamitysb.co.il/product/gearbag-tec-%d7%9c%d7%92%d7%9c%d7%a9%d7%9f-%d7%92%d7%9c%d7%99%d7%9d/
קייט סרפינג,תיקים וכיסויים,תיק נסיעות לציוד קייט סרפינג ION GEAR BAG,145,,08A702724145,850,,אזל,https://yamitysb.co.il/product/gearbag-core-2021/
קייט סרפינג,תיקים וכיסויים,תיק נסיעות לציוד קייט סרפינג ION GEAR BAG,186,,08A701823186,950,,קיים במלאי,https://yamitysb.co.il/product/gearbag-core-2021/
קייט סרפינג,תיקים וכיסויים,תיק נסיעות לציוד קייט סרפינג ION GEAR BAG,152,,08A701821152,900,,קיים במלאי,https://yamitysb.co.il/product/gearbag-core-2021/
קייט סרפינג,תיקים וכיסויים,תיק נסיעות לציוד קייט סרפינג ION GEAR BAG,165,,05BT165,900,,קיים במלאי,https://yamitysb.co.il/product/gearbag-core-2021/
קייט סרפינג,תיקים וכיסויים,תיק נסיעות לציוד קייט סרפינג ION GEAR BAG,139,,05BT139,800,,נשארו במלאי רק 1,https://yamitysb.co.il/product/gearbag-core-2021/
קייט סרפינג,תיקים וכיסויים,תיק נסיעות לציוד קייט סרפינג דואוטון,152,,05BT7010152,908,,קיים במלאי,https://yamitysb.co.il/product/combi-bag-%d7%9c%d7%92%d7%9c%d7%a9%d7%9f-%d7%a7%d7%99%d7%99%d7%98/
קייט סרפינג,תיקים וכיסויים,תיק נסיעות לציוד קייט סרפינג דואוטון,165,,05BT7010165,990,,אזל,https://yamitysb.co.il/product/combi-bag-%d7%9c%d7%92%d7%9c%d7%a9%d7%9f-%d7%a7%d7%99%d7%99%d7%98/
קייט סרפינג,תיקים וכיסויים,תיק נסיעות לציוד קייט סרפינג דואוטון,139,,05BT701039,790,,קיים במלאי,https://yamitysb.co.il/product/combi-bag-%d7%9c%d7%92%d7%9c%d7%a9%d7%9f-%d7%a7%d7%99%d7%99%d7%98/
קייט סרפינג,תיקים וכיסויים,תיק נסיעות לציוד קייטסרפינג (גולף) ION TEC,145,,08A701322145,950,,נשארו במלאי רק 1,https://yamitysb.co.il/product/gearbag-tec-%d7%9c%d7%92%d7%9c%d7%a9%d7%9f-%d7%98%d7%95%d7%95%d7%99%d7%9f-%d7%98%d7%99%d7%a4/
קייט סרפינג,חלקי חילוף,גריפ קדמי 3מ״מ לגלשן גלים 2024,צבעוני,,05BETPR3,450,350,קיים במלאי,https://yamitysb.co.il/product/%d7%90%d7%a1%d7%98%d7%a8%d7%95%d7%93%d7%a7-%d7%a7%d7%93%d7%9e%d7%99-%d7%9c%d7%92%d7%9c%d7%a9%d7%9f-%d7%92%d7%9c%d7%99%d7%9d-2023/
קייט סרפינג,חלקי חילוף,גריפ קדמי 3מ״מ לגלשן גלים 2024,כחול-צהוב,,05BETPY3,450,350,קיים במלאי,https://yamitysb.co.il/product/%d7%90%d7%a1%d7%98%d7%a8%d7%95%d7%93%d7%a7-%d7%a7%d7%93%d7%9e%d7%99-%d7%9c%d7%92%d7%9c%d7%a9%d7%9f-%d7%92%d7%9c%d7%99%d7%9d-2023/
קייט סרפינג,חלקי חילוף,גריפ קדמי 4מ״מ לגלשן גלים 2025,שחור,,05BETPF4,450,,קיים במלאי,https://yamitysb.co.il/product/%d7%92%d7%a8%d7%99%d7%a4-%d7%a7%d7%93%d7%9e%d7%99-4%d7%9e%d7%b4%d7%9e-%d7%9c%d7%92%d7%9c%d7%a9%d7%9f-%d7%92%d7%9c%d7%99%d7%9d-2025/
קייט סרפינג,חלקי חילוף,גריפ קדמי 4מ״מ לגלשן גלים 2025,אפור,,05BETPG4,450,,קיים במלאי,https://yamitysb.co.il/product/%d7%92%d7%a8%d7%99%d7%a4-%d7%a7%d7%93%d7%9e%d7%99-4%d7%9e%d7%b4%d7%9e-%d7%9c%d7%92%d7%9c%d7%a9%d7%9f-%d7%92%d7%9c%d7%99%d7%9d-2025/
קייט סרפינג,חלקי חילוף,גריפ קדמי 5ממ לגלשן גלים,,,05BS9401A3,390,,קיים במלאי,https://yamitysb.co.il/product/%d7%90%d7%a1%d7%98%d7%a8%d7%95%d7%93%d7%a7-%d7%a7%d7%93%d7%9e%d7%99-%d7%9c%d7%92%d7%9c%d7%a9%d7%9f-%d7%92%d7%9c%d7%99%d7%9d/
קייט סרפינג,חלקי חילוף,גריפ קדמי עם אופציה לרצועות,,,05BETPF5,490,,קיים במלאי,https://yamitysb.co.il/product/%d7%90%d7%a1%d7%98%d7%a8%d7%95%d7%93%d7%a7-%d7%a7%d7%93%d7%9e%d7%99-5-%d7%9e%d7%b4%d7%9e-%d7%9c%d7%92%d7%9c%d7%a9%d7%9f-%d7%92%d7%9c%d7%99%d7%9d-2024/
קייט סרפינג,חלקי חילוף,זוג מצופים לClick bar,,,05SBSCB-8174,289,,נשארו במלאי רק 1,https://yamitysb.co.il/product/%d7%96%d7%95%d7%92-%d7%9e%d7%a6%d7%95%d7%a4%d7%99%d7%9d-%d7%9cclick-bar/
קייט סרפינג,חלקי חילוף,זוג מצופים לTrust bar,,,05SBS57123,121,,קיים במלאי,https://yamitysb.co.il/product/%d7%96%d7%95%d7%92-%d7%9e%d7%a6%d7%95%d7%a4%d7%99%d7%9d-%d7%9ctrust-bar/
קייט סרפינג,חלקי חילוף,זוג רצועות רגליים,,,,200,,,https://yamitysb.co.il/product/%d7%a8%d7%a6%d7%95%d7%a2%d7%95%d7%aa-%d7%a8%d7%92%d7%9c%d7%99%d7%99%d7%9d/
קייט סרפינג,חלקי חילוף,חוט אדום גמיש לTrust Bar 2023,,,05SBS033,151,,נשארו במלאי רק 1,https://yamitysb.co.il/product/%d7%97%d7%95%d7%98-%d7%91%d7%98%d7%99%d7%97%d7%95%d7%aa-%d7%90%d7%93%d7%95%d7%9d-%d7%92%d7%9e%d7%99%d7%a9-%d7%9ctrust-bar-2023/
קייט סרפינג,חלקי חילוף,חוט בטיחות אדום לTrust bar,,,05SBL-QC-6A,142,,המלאי אזל,https://yamitysb.co.il/product/%d7%97%d7%95%d7%98-%d7%91%d7%98%d7%99%d7%97%d7%95%d7%aa-%d7%90%d7%93%d7%95%d7%9d-%d7%9ctrust-bar/
קייט סרפינג,חלקי חילוף,חוט דיפאוור 2014-2022 לTrust bar,,,05SBS031,137,,קיים במלאי,https://yamitysb.co.il/product/%d7%97%d7%95%d7%98-%d7%93%d7%99%d7%a4%d7%90%d7%95%d7%95%d7%a8-%d7%9ctrust-bar/
קייט סרפינג,חלקי חילוף,חוט דיפאוור לClick bar,,,05SBSCB-8165,194,,קיים במלאי,https://yamitysb.co.il/product/%d7%97%d7%95%d7%98-%d7%93%d7%99%d7%a4%d7%90%d7%95%d7%95%d7%a8-%d7%9cclick-bar/
קייט סרפינג,חלקי חילוף,חוט דיפאוור לTrust Bar 2023,,,05SBS032,179,,קיים במלאי,https://yamitysb.co.il/product/%d7%97%d7%95%d7%98-%d7%93%d7%99%d7%a4%d7%90%d7%95%d7%95%d7%a8-%d7%9ctrust-bar-2023/
גלישת רוח,גלשנים גלישת רוח,גלשן רוח  Ultra FreeWave 2025,,,,,,,https://yamitysb.co.il/product/%d7%92%d7%9c%d7%a9%d7%9f-%d7%a8%d7%95%d7%97-ultra-freewave-2025/
גלישת רוח,גלשנים גלישת רוח,גלשן רוח BLAST LTD 2021,100l,,040221BLAST100,8826,5900,אזל,https://yamitysb.co.il/product/blast-2020-2/
גלישת רוח,גלשנים גלישת רוח,גלשן רוח BLAST LTD 2021,145l,,040221BLAST145,8902,5900,אזל,https://yamitysb.co.il/product/blast-2020-2/
גלישת רוח,גלשנים גלישת רוח,גלשן רוח FALCON LW 159 2022,,,040222FLW159,9731,9731,המלאי אזל,https://yamitysb.co.il/product/falcon-lw-159-2022/
גלישת רוח,גלשנים גלישת רוח,גלשן רוח GECKO HRS 2022,hrs-122,,040222GECKA122,7587,,קיים במלאי,https://yamitysb.co.il/product/gecko-hrs-2022-%d7%94%d7%a2%d7%aa%d7%a7/
גלישת רוח,גלשנים גלישת רוח,גלשן רוח GECKO HRS 2022,hrs-135,,040222GECKA135,7587,,אזל,https://yamitysb.co.il/product/gecko-hrs-2022-%d7%94%d7%a2%d7%aa%d7%a7/
גלישת רוח,גלשנים גלישת רוח,גלשן רוח GECKO HRS 2022,hrs-148,,040222GECKA148,7587,,נשארו במלאי רק 2,https://yamitysb.co.il/product/gecko-hrs-2022-%d7%94%d7%a2%d7%aa%d7%a7/
גלישת רוח,גלשנים גלישת רוח,גלשן רוח GECKO HRS 2022,hrs-156,,040222GECKA156,7587,,אזל,https://yamitysb.co.il/product/gecko-hrs-2022-%d7%94%d7%a2%d7%aa%d7%a7/
גלישת רוח,גלשנים גלישת רוח,גלשן רוח StingRay 2020,140 LTD,,04022012140,8487,5700,נשארו במלאי רק 1,https://yamitysb.co.il/product/stingray-2020/
גלישת רוח,גלשנים גלישת רוח,גלשן רוח StingRay 2020,125 LTD,,04022012125,8487,5500,נשארו במלאי רק 1,https://yamitysb.co.il/product/stingray-2020/
גלישת רוח,גלשנים גלישת רוח,גלשן רוח StingRay 2020,140 HRS,,04022012A140,7374,4500,נשארו במלאי רק 1,https://yamitysb.co.il/product/stingray-2020/
גלישת רוח,מפרשים,מפרש לגלישת רוח E Pace 2021,7-3,,040421EPACE73,3004,2300,אזל,https://yamitysb.co.il/product/e-pace-2021/
גלישת רוח,מפרשים,מפרש לגלישת רוח E Pace 2021,7-8,,040421EPACE78,3181,2450,נשארו במלאי רק 1,https://yamitysb.co.il/product/e-pace-2021/
גלישת רוח,מפרשים,מפרש לגלישת רוח E Pace 2021,8-2,,040421EPACE82,3313,2550,נשארו במלאי רק 1,https://yamitysb.co.il/product/e-pace-2021/
גלישת רוח,מפרשים,מפרש לגלישת רוח NOW 2022,4-0,,040422NOW4.0,1755,1500,נשארו במלאי רק 1,https://yamitysb.co.il/product/now-2022/
גלישת רוח,מפרשים,מפרש לגלישת רוח S PACE 2021,8-8,,040421SPACE88,4198,1900,נשארו במלאי רק 1,https://yamitysb.co.il/product/s-pace-2021/
גלישת רוח,מפרשים,מפרש לגלישת רוח SUPER HERO 2021,5-7,,04042106B57,3642,,נשארו במלאי רק 1,https://yamitysb.co.il/product/super-hero-2021/
גלישת רוח,מפרשים,מפרש לגלישת רוח SUPER HERO 2022,5-7,,040422SHERO57,3764,2790,נשארו במלאי רק 1,https://yamitysb.co.il/product/super-hero-2022/
גלישת רוח,מפרשים,מפרש לגלישת רוח SUPER HERO 2022,4-0,,040422SHERO40,3504,2450,נשארו במלאי רק 2,https://yamitysb.co.il/product/super-hero-2022/
גלישת רוח,מפרשים,מפרש לגלישת רוח SUPER HERO 2022,4-5,,040422SHERO45,3504,2550,נשארו במלאי רק 2,https://yamitysb.co.il/product/super-hero-2022/
גלישת רוח,מפרשים,מפרש לגלישת רוח SUPER HERO M.PLUS 2021,5-7,,040419SUPERM-5.7,5098,3500,נשארו במלאי רק 1,https://yamitysb.co.il/product/super-hero-m-plus-2021/
גלישת רוח,מפרשים,מפרש לגלישת רוח SUPER SESSION 2020,6-3-2,,04042005B63,3480,1900,אזל,https://yamitysb.co.il/product/super-session/
גלישת רוח,מפרשים,מפרש לגלישת רוח SUPER STAR 2022,5-0,,040422STAR5.0,3348,2650,אזל,https://yamitysb.co.il/product/super-star-2022/
גלישת רוח,מפרשים,מפרש לגלישת רוח SUPER STAR SLS 2022,4-5,,040422STARSLS4.5,3540,2900,נשארו במלאי רק 1,https://yamitysb.co.il/product/super-star-sls-2022/
גלישת רוח,תרנים,תורן לגלישת רוח Black.50,rdm-400,,04061802R400,1400,,נשארו במלאי רק 1,https://yamitysb.co.il/product/black-50/
גלישת רוח,תרנים,תורן לגלישת רוח Black.50,rdm-430,,04061802R430,1490,,אזל,https://yamitysb.co.il/product/black-50/
גלישת רוח,תרנים,תורן לגלישת רוח Black.50,sdm-430,,04061802S430,1290,,אזל,https://yamitysb.co.il/product/black-50/
גלישת רוח,תרנים,תורן לגלישת רוח Black.50,sdm-460,,04061802S460,1290,,אזל,https://yamitysb.co.il/product/black-50/
גלישת רוח,תרנים,תורן לגלישת רוח Gold.90,sdm-430,,04061806S430,2731,,אזל,https://yamitysb.co.il/product/gold-90/
גלישת רוח,תרנים,תורן לגלישת רוח Gold.90,sdm-460,,04061806S460,2832,,אזל,https://yamitysb.co.il/product/gold-90/
גלישת רוח,תרנים,תורן לגלישת רוח Gold.90,sdm-490,,04061806S490,2934,,אזל,https://yamitysb.co.il/product/gold-90/
גלישת רוח,תרנים,תורן לגלישת רוח Gold.90,rdm-370,,04061806R370,3338,,נשארו במלאי רק 2,https://yamitysb.co.il/product/gold-90/
גלישת רוח,תרנים,תורן לגלישת רוח Gold.90,rdm-430,,04061806R430,3540,,נשארו במלאי רק 2,https://yamitysb.co.il/product/gold-90/
גלישת רוח,תרנים,תורן לגלישת רוח Gold.90,rdm-400,,04061806R400,3136,,נשארו במלאי רק 3,https://yamitysb.co.il/product/gold-90/
גלישת רוח,תרנים,תורן לגלישת רוח Platinum.100,,,,,,,https://yamitysb.co.il/product/platinum-100/
גלישת רוח,תרנים,תורן לגלישת רוח Silver.70,rdm-430,,04061804R430,2529,,אזל,https://yamitysb.co.il/product/silver-70/
גלישת רוח,תרנים,תורן לגלישת רוח Silver.70,rdm-400,,04061804R400,1798,,אזל,https://yamitysb.co.il/product/silver-70/
גלישת רוח,תרנים,תורן לגלישת רוח Silver.70,sdm-460,,04061804S460,2190,,אזל,https://yamitysb.co.il/product/silver-70/
גלישת רוח,תרנים,תורן לנוער לגלישת רוח EPX grom mast,,,,,,,https://yamitysb.co.il/product/epx-grom-mast/
גלישת רוח,מנורים,מנור לגלישת רוח EPX CARBON SERIES,,,,,,,https://yamitysb.co.il/product/epx-carbon-series/
גלישת רוח,מנורים,מנור לגלישת רוח PLATINUM SERIES,,,,,,,https://yamitysb.co.il/product/platinum-series-3/
גלישת רוח,מנורים,מנור לגלישת רוח SILVER SERIES,200-250,,04081705200250,1304,,נשארו במלאי רק 3,https://yamitysb.co.il/product/silver-series/
גלישת רוח,מנורים,מנור לגלישת רוח SILVER SERIES,160-220,,04081705160220,1254,,אזל,https://yamitysb.co.il/product/silver-series/
גלישת רוח,מנורים,מנור לגלישת רוח SILVER SERIES,140-190,,04081705140190,1153,,נשארו במלאי רק 1,https://yamitysb.co.il/product/silver-series/
גלישת רוח,מנורים,מנור לגלישת רוח SILVER SERIES,150-200,,04081705150200,1254,,נשארו במלאי רק 2,https://yamitysb.co.il/product/silver-series/
גלישת רוח,מנורים,מנור לגלישת רוח SILVER SERIES,180-230,,04081705180230,1254,,נשארו במלאי רק 3,https://yamitysb.co.il/product/silver-series/
גלישת רוח,מנורים,מנור לגלישת רוח SILVER SERIES VTS,140-190,,04081705140-190,1163,,נשארו במלאי רק 1,https://yamitysb.co.il/product/%d7%9e%d7%a0%d7%95%d7%a8-%d7%9c%d7%92%d7%9c%d7%99%d7%a9%d7%aa-%d7%a8%d7%95%d7%97-silver-series-vts/
גלישת רוח,מנורים,מנור לגלישת רוח SILVER SERIES VTS,150-200,,04081705150-200,1264,,אזל,https://yamitysb.co.il/product/%d7%9e%d7%a0%d7%95%d7%a8-%d7%9c%d7%92%d7%9c%d7%99%d7%a9%d7%aa-%d7%a8%d7%95%d7%97-silver-series-vts/
גלישת רוח,מנורים,מנור לגלישת רוח SILVER SERIES VTS,160-220,,04081705160-220,1264,,אזל,https://yamitysb.co.il/product/%d7%9e%d7%a0%d7%95%d7%a8-%d7%9c%d7%92%d7%9c%d7%99%d7%a9%d7%aa-%d7%a8%d7%95%d7%97-silver-series-vts/
גלישת רוח,מנורים,מנור לגלישת רוח SILVER SERIES VTS,180-230,,04081705180-230,1264,,נשארו במלאי רק 1,https://yamitysb.co.il/product/%d7%9e%d7%a0%d7%95%d7%a8-%d7%9c%d7%92%d7%9c%d7%99%d7%a9%d7%aa-%d7%a8%d7%95%d7%97-silver-series-vts/
גלישת רוח,מנורים,מנור לגלישת רוח SILVER SERIES VTS,200-250,,04081705200-250,1315,,נשארו במלאי רק 2,https://yamitysb.co.il/product/%d7%9e%d7%a0%d7%95%d7%a8-%d7%9c%d7%92%d7%9c%d7%99%d7%a9%d7%aa-%d7%a8%d7%95%d7%97-silver-series-vts/
גלישת רוח,מאריכי תורן,מאריך סקיני/רגיל ראצ'ט,sdm-42,,040A730422S42,658,,קיים במלאי,https://yamitysb.co.il/product/power-xt-series-2/
גלישת רוח,מאריכי תורן,מאריך סקיני/רגיל ראצ'ט,rdm-36,,040A730422R36,908,,קיים במלאי,https://yamitysb.co.il/product/power-xt-series-2/
גלישת רוח,מאריכי תורן,מאריך סקיני/רגיל ראצ'ט,sdm-28,,040A730422S28,658,,קיים במלאי,https://yamitysb.co.il/product/power-xt-series-2/
גלישת רוח,מאריכי תורן,מאריך רגיל ראצ'ט 42,,,09500242,597,,המלאי אזל,https://yamitysb.co.il/product/%d7%9e%d7%90%d7%a8%d7%99%d7%9a-%d7%a8%d7%92%d7%99%d7%9c-%d7%a8%d7%90%d7%a6%d7%98-42/
גלישת רוח,מאריכי תורן,מאריך תורן סקיני 36,,,095004336,455,,נשארו במלאי רק 1,https://yamitysb.co.il/product/%d7%9e%d7%90%d7%a8%d7%99%d7%9a-%d7%a1%d7%a7%d7%99%d7%a0%d7%99-36-epx-xt/
גלישת רוח,מאריכי תורן,מאריך תורן סקיני EPX 36,,,09500479,354,,נשארו במלאי רק 3,https://yamitysb.co.il/product/%d7%9e%d7%90%d7%a8%d7%99%d7%9a-%d7%aa%d7%95%d7%a8%d7%9f-%d7%a1%d7%a7%d7%99%d7%a0%d7%99-epx-36/
גלישת רוח,מאריכי תורן,מאריך תורן סקיני קרבון 36,,,040A730022R36,1210,,,https://yamitysb.co.il/product/uni-xt-series/
גלישת רוח,מאריכי תורן,מאריך תורן סקיני קרבון ראצ'ט 36,,,,,,,https://yamitysb.co.il/product/%d7%9e%d7%90%d7%a8%d7%99%d7%9a-%d7%aa%d7%95%d7%a8%d7%9f-%d7%a1%d7%a7%d7%99%d7%a0%d7%99-%d7%a7%d7%a8%d7%91%d7%95%d7%9f-%d7%a8%d7%90%d7%a6%d7%98-36/
גלישת רוח,מאריכי תורן,מאריך תורן רגיל 28/42,sdm-28,,0950043,455,,נשארו במלאי רק 1,https://yamitysb.co.il/product/uni-xt-series-4/
גלישת רוח,מאריכי תורן,מאריך תורן רגיל 28/42,sdm-42,,0950042,455,,קיים במלאי,https://yamitysb.co.il/product/uni-xt-series-4/
גלישת רוח,טרפזים גלישת רוח,טרפז מכנס איון B2 2024,l,,05H015L,1412,990,אזל,https://yamitysb.co.il/product/b2-%d7%9e%d7%9b%d7%a0%d7%a1-%d7%98%d7%a8%d7%a4%d7%96/
גלישת רוח,טרפזים גלישת רוח,טרפז מכנס איון B2 2024,s,,05H015S,1412,990,נשארו במלאי רק 2,https://yamitysb.co.il/product/b2-%d7%9e%d7%9b%d7%a0%d7%a1-%d7%98%d7%a8%d7%a4%d7%96/
גלישת רוח,טרפזים גלישת רוח,טרפז מכנס איון B2 2024,xl,,05H015XL,1412,990,נשארו במלאי רק 2,https://yamitysb.co.il/product/b2-%d7%9e%d7%9b%d7%a0%d7%a1-%d7%98%d7%a8%d7%a4%d7%96/
גלישת רוח,פויל foil גלישת רוח,פויל לגלשן רוח FLOW 1250-1500,900,,0930W20900,2701,1850,נשארו במלאי רק 1,https://yamitysb.co.il/product/flow-1250/
גלישת רוח,פויל foil גלישת רוח,פויל לגלשן רוח FLOW 1250-1500,1250,,0930W201250,2918,1900,אזל,https://yamitysb.co.il/product/flow-1250/
גלישת רוח,פויל foil גלישת רוח,פויל לגלשן רוח FLOW 900,,,0930WS20900215,3173,3173,נשארו במלאי רק 2,https://yamitysb.co.il/product/flow-900/
גלישת רוח,פויל foil גלישת רוח,תורן וגוף פויל 90 FLOW,,,0930MF209090,3753,3753,נשארו במלאי רק 2,https://yamitysb.co.il/product/flow-%d7%aa%d7%95%d7%a8%d7%9f-%d7%95%d7%92%d7%95%d7%a3-%d7%a4%d7%95%d7%99%d7%9c-90/
גלישת רוח,פויל foil גלישת רוח,תורן לפויל קרבון AERO SLS,82 ס״מ,,04WM24SLS82,4500,,נשארו במלאי רק 2,https://yamitysb.co.il/product/aero-carbon-3-0-%d7%a1%d7%98-%d7%aa%d7%95%d7%a8%d7%9f-%d7%95%d7%92%d7%95%d7%a3-%d7%9c%d7%a4%d7%95%d7%99%d7%9c/
