מ.במחסן,מחס,מספר פריט,שם פריט,מספר חליפי,***,כמות במלאי
,0,0330SR30489,מעמד לשעון לקיאק,34250,,2.00
,0,0330SR30490,אולימפי מעמד לשעון ואקום אפור,30490,,2.00
,0,0330SR30554,אולימפי רצועת התנגדות עם כדורי,30554,,9.00
,0,0330SR32628,אולימפי מעמד לשעון ואקום לבן,32628,,2.00
,0,0330SR33790,סרפסקי ידית אחיזה פלסטיק 510,33790,,
,0,0330SR34019,מושב ל- OC1 סרף 510,34019,,1.00
,0,0330SR34087,סרפסקי סט ברגים נירוסטה,34087,,10.00
,0,0330SR34344,סרפסקי פין נעילה תושבת רגל,34344,,14.00
,0,0330SR34355,סרפסקי ידית נשיאה גמישה,34355,,6.00
,0,0330SR36500,סרפסקי תפס סיפון לחבל גומי,36500,,5.00
,0,0330SR40348,*קיט המרה ל- OC1 סרף 510,40348,,
,0,0330SR42107,סרוול סימון מחזיר אור להובלת ק,42107,,7.00
,0,0330SR42270,שרוול מגן לגגון NELO,42270,,4.00
,0,0330SR45339,נרתיק אטום טלפון לקיאק עם תפס,45339,,17.00
,0,0330SRC1N,סימולטור קיאק KP-CANOE,C1N,,
,0,0330SRF23701,סרפסקי אפודת ציפה NELO,23701,,5.00
,0,0330SRF28422,חולצה שרוול א NELO ONDA XXL,28648,,1.00
,0,0330SRKCRS,גלגל עם לגר סטנדארד - KPRO,,,
,0,0330SRKKPSE,מוט קרבון לארגומטר קיאק - KPRO,,,
,0,0330SRKPC,סימולטור קיאק KP COMPACT,KPC,,
,0,0330SRKPCS,מגלשת כוח גריפה KP CATCHFORCE,KPCS,,
,0,0330SRKPGP,קונסולה חכמה KP NESIS PORT,KPGP,,
,0,0330SRKPLB,מרכזיה לתוכנה KP LINBOX,KPLB,,
,0,0330SRKPMSC,כבל פיצול לקונסולות חכמות KP,KPMSC,,
,0,0330SRKPX,סימולטור קיאק KP XEON,KPX,,
,0,0330SRKV5LCD,קונסולת מסך V5 - LCD - KPRO,,,
,0,0330SRN27319,מיסב לגלגלי POWER HOUSE,27319,,
,0,0330SRN29338,עגלה למכשיר חתירה DANSPRINT,29338,,
,0,0330SRN36530,מכשיר כוח לקיאק NELO,36530,,
,0,0330SRN36531,מדבקות למראה לסימולטור,STICKERS,,
,0,0330SRN41560,גומיות ל- POWER HOUSE,41560,,
,0,0330SRP22327,מחזיק מפתחות  NELO,22327,,16.00
,0,0330SRP23551,מגלשת כוח גריפה DANSPRIT PRO,KE0001P / 23551,,
,0,0330SRP23552,סימולטור קיאק משולב DANSPRIT,KE0001P-L 01E,,
,0,0330SRP37899,אולימפי מצוף תמיכה מייצב לקיאק,37899,,1.00
,0,3320254,אולימפי מושב חיבור 2 ברג מרצפה,20254,,2.00
,0,3322156,אולימפי חבלי קבלר להגה K1,22156,,10.00
,0,3326165,הגה קיאק פלסטיק 510,2165,,
,0,3510076,מצוף פירמידה CREWSAVER,10076,,
,0,35100764,מצוף צילינדר 4,3810-4',,
,0,35100766,מצוף צילינדר 6,3810-6',,
,0,03A9999,שונים,,,
,0,03AD21822,דגל NELO כחול למוט גמיש,21822,,
,0,03AD28143,דגל NELO אדום למוט גמיש,28143,,
,0,03AD50939,גזיבו NELO 3X3,50939,,
,0,03AD51088,דגל NELO מרובע,51088,,
,0,03AD51089,באנר NELO,51089,,
,0,03ADBRAFLA,דגל BRACA  מרובע,PR.VELIAVAUD.00,,
,0,03V600,סימולטור קיאק DANSPRINT SINGLE,34278,,
,0,03V610,סימולטור חתירה RP3,2019001-2,,
,0,03Y,מוצרי פרסום,,,
"סה""כ כללי לדו""ח :",,,,,,
,,,,,,"1,046.00"
