מ.במחסן,מחס,מספר פריט,שם פריט,מספר חליפי,***,כמות במלאי
,0,0526RED11,חופה REBEL D/LAB 11 26,44260-3021,,4.00
,0,0526RED12,חופה REBEL D/LAB 12 26,44260-3021,,4.00
,0,530,*** BAR ***,,,
,0,0530B200522,*בר 4 חוטים Trst Bar 2020 מ 22,44200-3201,,
,0,0530B20CS22,*בר 4 חוטים CLICK S 20-22 2020,44200-3202,,
,0,0530B20CS24,*בר 4 חוטים CLICK M 22-24 2020,44200-3202,,
,0,0530B210522,*בר 4 חוטים TRUST BAR 2021  22,44210-3201,,
,0,0530B210524,*בר 4 חוטים TRUST BAR 2021  24,44210-3201,,
,0,0530B21CS22,*בר 4 חוטים CLICK S 20-22 2022,44210-3202,,
,0,0530B21CS24,*בר  CLICK M 22-24 2022,44210-3202,,
,0,0530B21CS241,*בר  CLICK M 12-24 2022,44210-3202,,
,0,0530B220522,*בר  TRUST BAR 2022 22,44220-3201,,
,0,0530B220524,*בר  TRUST BAR 2022 24,44220-3201,,
,0,0530B23522,בר טראסט מדיום 22-24 2025,44230-3201/S/M,,17.00
,0,0530B23524,בר לבית ספר טראסט 2026,44260-3201/12-24,,
,0,0530B23C20,בר קליק קטן 20-22 2023,44230-3202,,3.00
,0,0530B23C22,בר קליק מדיום 22-24 2023,44230-3202,,
,0,0530B24C12,בר קליק מדיום 12-24 2024,44240-3202/12,,1.00
,0,0530B24C20,בר קליק קטן 20-22 2024,44240-3202,,2.00
,0,0530B24C22,בר קליק מדיום 22-24 2024,44240-3202,,3.00
,0,0530B25524,בר טראסט לארג' 22-24 2025,44250-3201/M/L,,12.00
,0,0530B25C20,בר קליק קטן 20-22 2025,44250-3202,,1.00
,0,0530B25C22,בר קליק מדיום 22-24 2025,44250-3202,,
,0,0530B26522,בר טראסט מדיום 22-24 2026,44260-3201/S-M,,7.00
,0,0530B26524,בר טראסט לארג' 22-24 2026,44260-3201/M-L,,9.00
,0,0530B26C20,בר קליק קטן 22-24 2026,44260-3202/S,,5.00
,0,0530B26C22,בר קליק מדיום 22-24 2026,44260-3202/M,,2.00
,0,0530CH181018,צ'יקן לופ+ליש FREERIDE,44240-8119,,51.00
,0,0530CH181020,צ'יקן לופ FREESTYLE+ליש קצר,44250-8152,,12.00
,0,0530CH181021,צ'יקן לופ+ליש WAVE,44240-8121,,20.00
,0,0530CH1816,ליש ארוך לקייט DTK,44210-8133,,35.00
,0,0530CH1817,צ'יקן לופ בלבד FREERIDE,44210-8131,,10.00
,0,0530CH1818,צ'יקן לופ בלבד WAVE,44210,,
,0,0530CH182022,חוט חמישי לקליק בר 20-22 2023,44230-8106/22,,1.00
,0,0530CH182022T,חוט חמישי לקליק בר 20-22 2024,44240-8106/22,,3.00
,0,0530CH182024,*חוט 5 TRUST BAR מ 24,44900-8105,,
,0,0530CH182524,חוט חמישי לקליק בר 22-24 2024,44240-8106/24,,4.00
,0,0530CH212524,חוט חמישי לקליק בר 22-24 2023,44230-8106/24,,2.00
903912.00,0,0530P15,משאבה לקייט XL,44200-7060,,76.00
,0,0530P15D,מתאם למשאבה לקייט,44210-8068,,68.00
,0,0530P15M,משאבה לקייט MULTI,44230-7062,,
,0,0530P15MF,משאבה לסאפ מתנפח פנטיק,13200-7023,,1.00
,0,0530P15P,משאבה לקייט L,44200-7060,,51.00
,0,0530P15S,צינור למשאבה חדש,44210-8066,,23.00
,0,0530P17,KITE PUMP HOSE ADAPTER,44400-8055,,4.00
,0,05B,** KITE BOARDS **,,,
,0,05B1842500R001,מברג דואוטון,44900-8152,,
,0,05B1842500R0012,כנף קידמית לפויל קיט,44900-8326,,
,0,05B1928511,גלשן 19 PRO SESSION 5'11,44900-3402,,
,0,05B1940138,*גלשן GONZALES 138 19,44900-3431,,
,0,05B1940142,*גלשן GONZALES 142 19,44900-3431,,
,0,05B1940410,גלשן 19 PACE FOIL4'10,44900-3450,,
,0,05B194043,גלשן 19 PACE FOIL4'3,44900-3450,,
,0,05B194046,*גלשן 19 PACE FOIL4'6,44900-3450,,
,0,05B194049,גלשן 19 INDY FOIL4'9,44900-3454,,
,0,05B194246,*גלשן FREE FOIL 4'6,44900-3453,,
,0,05B194250,גלשן FREE FOIL 5.0,44900-3453,,6.00
,0,05B1942500F60,*פויל קומבו SPIRIT 60 FREERIDE,44900-3512,,
,0,05B1942500F75,*ויל קומבו SPIRIT 75 FREERIDE,44900-3504,,
,0,05B1942500F90,*ויל קומבו SPIRIT 90 FREERIDE,44900-3503,,
,0,05B1942500S75,*פויל קומבו SPIRIT 75 CARVE,44900-3506,,
,0,05B1942500S75S,*פויל קומבו SPIRIT 75 SURF,44900-3514,,
,0,05B1942500S90,*פויל קומבו SPIRIT 90 CARVE,44900-3505,,
,0,05B1942500S90G,*פויל קומבו SPIRIT GT 90,44900-3507,,
,0,05B2006138,*לשן 20 TEAM SERIES TXT 138,44200-3423,,
,0,05B2006140,*לשן 20 TEAM SERIES TXT 140,44200-3433,,
,0,05B2006142,*לשן 20 TEAM SERIES TXT 142,44200-3423,,
,0,05B2007138,גלשן 20 TEAM SERIES  138,44200-3422,,
,0,05B2007142,*גלשן 20 TEAM SERIES  142,44200-3422,,
,0,05B2008136,*גלשן 20 JAIME TXT 136,44200-3421,,
,0,05B2008139,*גלשן 20 JAIME TXT 139,44200-3421,,
,0,05B2008142,*לשן 20 JAIME TXT 142,44200-3421,,
,0,05B2010133,*גלשן 20 JAIME 133,44200-3420,,
,0,05B2010136,*גלשן 20 JAIME 136,44200-3420,,
,0,05B2010139,*גלשן 20 JAIME 139,44200-3420,,
,0,05B2010142,*גלשן JAIME 142 20,44200-3420,,
,0,05B2012135,*גלשן 20 SELECT 135,44200-3425,,
,0,05B2012138,*גלשן 20 SELECT 138,44200-3425,,
,0,05B2012141,*גלשן 20 SELECT 141,44200-3425,,
,0,05B2013135,*גלשן SELECT TXT 135 20,44200-3426,,
,0,05B2013138,*גלשן SELECT TXT 138 20,44200-3426,,
,0,05B2013141,*גלשן SELECT TXT 141 20,44200-3426,,
,0,05B2017153,*גלשן 20 SPIKE 153,44200-3427,,
,0,05B2017165,*גלשן 20 ULTRASPIKE 165,44200-3432,,
,0,05B2018132,*גלשן SOLEIL 132 20,44200-3429,,
,0,05B2019132,*גלשן SOLEIL TXT 132 20,44200-3430,,
,0,05B2024411,*גלשן 20 PRO WHIP 4'11,44200-3409,,
,0,05B2024501,*גלשן 20 PRO WHIP 5'1,44200-3409,,
,0,05B2024503,*גלשן 20 PRO WHIP 5'3,44200-3409,,
,0,05B2024505,*גלשן 20 PRO WHIP 5'5,44200-3409,,
,0,05B2026507,*גלשן 20 PRO WAM 5'7,44200-3406,,
,0,05B2026509,*גלשן 20 PRO WAM 5'9,44200-3406,,
,0,05B2026511,*גלשן 20 PRO WAM 5'11,44200-3406,,
,0,05B2028508,*גלשן 20 PRO SESSION 5'8,44200-3402,,
,0,05B2028511,*גלשן PRO SESSION 5'11 20,44200-3402,,
,0,05B2030500,* גלשן WHIP  5'0,44200-3408,,
,0,05B2030502,*גלשן 20 WHIP 5'2,44200-3408,,
,0,05B2030504,*גלשן 20 WHIP 5'4,44200-3408,,
,0,05B2032510,*גלשן 20 WAM 5'10,44200-3405,,
,0,05B2032556,*גלשן WAM 5'6,44200-3405,,
,0,05B2032558,*גלשן 20 WAM 5'8,44200-3405,,
,0,05B203452,*גלשן 20 PRO FISH 5'2,44200-3401,,
,0,05B203455,*גלשן 20 PRO FISH 5'5,44200-3401,,
,0,05B2040138,*גלשן GONZALES 138 20,44200-3431,,
,0,05B2040142,*גלשן GONZALES 142 20,44200-3431,,
,0,05B2040151,*גלשן GONZALES 151 20,44200-3431,,
,0,05B2040410,*גלשן 20 PACE FOIL4'10,44200-3450,,
,0,05B204053,*גלשן HYBRID 5'2 20,44200-3452,,
,0,05B204054,*גלשן HYBRID 5'4 20,44200-3452,,
,0,05B2041500SET,סט ברגים פויל SPIRIT CARVE,44900-8379,,
,0,05B2042500MF7570,פויל קייט תורן גוף 75/70,44900-8449,,
,0,05B2042500MF9070,פויל קייט תורן גוף 90/70,44900-8450,,
,0,05B2042500S105,פויל דיטונה 105,44900-3509,,
,0,05B2042500S105OF,פויל דיטונה אולימפי 105,44210-3500,,
,0,05B2042500S105OFB,גלשן פוייל אינדי אולימפי,44210-3455,,
,0,05B2042500WS700,*סט כנפיים Foil Carve Carbon,44900-8452,,
,0,05B2042500WS700F,*סט כנפי פוייל פרי רייד,44900,,
,0,05B2042500WS700FF,*כנף קדמית פוייל פרי רייד,44900-8344,,
,0,05B2042500WS950,*פויל קייט סט כנפיים 950/215,44900-8453,,
,0,05B2108133,גלשן JAIME SLS 133 21,44210-3421,,
,0,05B2108136,גלשן JAIME SLS 136 21,44210-3421,,
,0,05B2108139,גלשן JAIME SLS 139 21,44210-3421,,
,0,05B2110133,גלשן JAIME 133 21,44210-3420,,
,0,05B2110136,גלשן JAIME 136 21,44210-3420,,
,0,05B2110139,גלשן JAIME 139 21,44210-3420,,
,0,05B2112132,גלשן SELECT 132 21,44210-3425,,
,0,05B2112135,גלשן SELECT 135 21,44210-3425,,
,0,05B2112138,גלשן SELECT 138 21,44210-3425,,
,0,05B2112141,גלשן SELECT 141 21,44210-3425,,
,0,05B2113135,גלשן SELECT SLS 135 21,44210-3426,,
,0,05B2113138,גלשן SELECT SLS 138 21,44210-3426,,
,0,05B2113141,גלשן SELECT SLS 141 21,44210-3426,,
,0,05B2118132,גלשן SOLEIL132 21,44210-3429,,
,0,05B2118136,גלשן SOLEIL136 21,44210-3429,,
,0,05B2119138,גלשן GONZALES 138 21,44210-3431,,
,0,05B2119142,גלשן GONZALES 142 21,44210-3431,,
,0,05B2120140,גלשן T. SERIES HADLOW SLS140,44210-3433,,
,0,05B2124501,גלשן WHIP SLS 5'1,44210-3409,,
,0,05B2124503,גלשן WHIP SLS  5'3,44210-3409,,
,0,05B2124504,גלשן VOKE SLS 5'1,44210-3412,,
,0,05B2124505,גלשן WHIP SLS 5'5,44210-3409,,
,0,05B2126507,גלשן WAM SLS 5'7,44210-3406,,
,0,05B2126509,גלשן  WAM SLS 5'9,44210-3406,,
,0,05B2126511,גלשן WAM SLS  5'11,44210-3406,,
,0,05B2128508,גלשן SESSION SLS 5'8,44210-3402,,
,0,05B2128511,גלשן  SESSION SLS 5'10,44210-3402,,
,0,05B213450,גלשן FISH SLS 5'1,44210-3401,,
,0,05B213452,גלשן FISH SLS 5'3,44210-3401,,
,0,05B214053,גלשן HYBRID SLS 5.2,44210-3452,,
,0,05B2208133,גלשן JAIME SLS 133 22,44220-3421,,
,0,05B2208136,גלשן JAIME SLS 136 22,44220-3421,,
,0,05B2208139,גלשן JAIME SLS 139 22,44220-3421,,
,0,05B2208140,גלשן JAIME SLS 142 22,44220-3421,,
,0,05B2210133,גלשן JAIME 133 22,44220-3420,,
,0,05B2210136,גלשן JAIME 136 22,44220-3420,,
,0,05B2210139,גלשן JAIME 139 22,44220-3420,,
,0,05B2210140,גלשן JAIME 142 22,44220-3420,,
,0,05B2212132,גלשן SELECT 132 22,44220-3425,,
,0,05B2212135,גלשן SELECT 135 22,44220-3425,,
,0,05B2212138,גלשן SELECT 138 22,44220-3425,,
,0,05B2212141,גלשן SELECT 141 22,44220-3425,,
,0,05B2213132,גלשן SELECT SLS 132 22,44220-3426,,
,0,05B2213135,גלשן SELECT SLS 135 22,44220-3426,,
,0,05B2213138,גלשן SELECT SLS 138 22,44220-3426,,
,0,05B2217132,גלשן SOLEIL SLS 132 22,44220-3430,,
,0,05B2217136,גלשן SOLEIL SLS 136 22,44220-3430,,
,0,05B2218132,גלשן SOLEIL132 22,44220-3429,,
,0,05B2218136,גלשן SOLEIL136 22,44220-3430,,
,0,05B2219138,גלשן 22 GONZALES 138,44220-3431,,
,0,05B2219142,גלשן GONZALES 142 22,44220-3431,,
,0,05B22245D01,גלשן 22 D/LAB WHIP 5'1,44220-3415,,
,0,05B22245D03,גלשן 22 D/LAB WHIP 5'3,44220-3415,,
,0,05B22265D07,גלשן 22 D/LAB WAM 5'7,44220-3414,,
,0,05B22265D09,גלשן 22 D/LAB WAM 5'9,44220-3414,,
,0,05B2234D51,גלשן 22 D/LAB FISH 5'1,44220-3413,,2.00
,0,05B2234D53,גלשן 22 D/LAB FISH 5'3,44220-3413,,
,0,05B224042,גלשן 22/23  PACE SLS FOIL4'2,44220-3455,,
,0,05B224044,גלשן 22/23  PACE SLS FOIL4'6,44220-3455,,1.00
,0,05B2240R31,גלשן 23/24  PACE  FOIL 3'11,44220-3450,,1.00
,0,05B2240R42,גלשן 23/24  PACE  FOIL 4'2,44220-3450,,
,0,05B2240R46,גלשן 23/24  PACE  FOIL 4'6,44220-3450,,2.00
,0,05B22FM75,*פויל קייט תורן גוף 75 2022,44210-3503,,
,0,05B22FM90,*פויל קייט תורן גוף 90 2022,,,
,0,05B2308133,גלשן JAIME SLS 133 23,44230-3421,,
,0,05B2308136,גלשן JAIME SLS 136 23,44230-3421,,
,0,05B2308139,גלשן JAIME SLS 139 23,44230-3421,,
,0,05B2308142,גלשן JAIME SLS 142 23,44230-3421,,
,0,05B2310133,גלשן JAIME 133 23,44230-3420,,
,0,05B2310136,גלשן JAIME 136 23,44230-3420,,
,0,05B2310139,גלשן JAIME 139 23,44230-3420,,
,0,05B2312135,גלשן SELECT 135 23,44230-3425,,
,0,05B2312138,גלשן SELECT 138 23,44230-3425,,
,0,05B2312141,גלשן SELECT 141 23,44230-3425,,
,0,05B2312144,גלשן SELECT 144 23,44230-3425,,
,0,05B2313135,גלשן SELECT SLS 135 23,44230-3426,,1.00
,0,05B2313138,גלשן SELECT SLS 138 23,44230-3426,,
,0,05B2313141,גלשן SELECT SLS 141 23,44230-3426,,
,0,05B2313144,גלשן SELECT SLS 144 23,44230-3426,,
,0,05B2317132,גלשן SOLEIL 132 23,44230-3429,,
,0,05B2317136,גלשן SOLEIL 136 23,44230-3429,,
,0,05B2318132,גלשן SOLEIL SLS 132 23,44230-3430,,
,0,05B2318136,גלשן SOLEIL SLS 136 23,44230-3430,,
,0,05B2319138,גלשן VOYAGE 138 23,44230-3435,,
,0,05B2320138,גלשן 23 GONZALES 138,44230-3431,,3.00
,0,05B2320142,גלשן 23 GONZALES 142,44230-3431,,
,0,05B2320144,גלשן T. SERIES  SLS 144,44230-3423,,
,0,05B2320151,גלשן 23 GONZALES 151,44230-3431,,
,0,05B2324501,גלשן  SLS VOKE 5'1 23,44230-3412,,2.00
,0,05B23245D01,גלשן 23 D/LAB WHIP 5'1,44230-3415,,1.00
,0,05B23245D03,גלשן 23 D/LAB WHIP 5'3,44230-3415,,1.00
,0,05B23245D41,גלשן 23 D/LAB WHIP 4'11,44230-3415,,
,0,05B23245S01,גלשן 23 SLS WHIP 5'1,44230-3409,,
,0,05B23245S03,גלשן 23 SLS WHIP 5'3,44230-3409,,
,0,05B23265D07,גלשן 23 D/LAB WAM 5'7,44230-3414,,
,0,05B23265D09,גלשן 23 D/LAB WAM 5'9,44230-3414,,1.00
,0,05B2328508,גלשן SESSION SLS 5'8 23,44230-3402,,1.00
,0,05B2328510,גלשן SESSION SLS 5'10 23,44230-3402,,1.00
,0,05B2330502,גלשן 23 WHIP 5'2,44230-3408,,
,0,05B23325510,גלשן 23 WAM 5'10,44230-3405,,1.00
,0,05B2332556,גלשן 23 WAM 5'6,44230-3405,,
,0,05B2332558,גלשן 23 WAM 5'8,44230-3405,,1.00
,0,05B2334D51,גלשן 23 D/LAB FISH 5'1,44230-3413,,
,0,05B2334D53,גלשן 23 D/LAB FISH 5'3,44230-3413,,
,0,05B234050,גלשן 23 SLS HYBRID 5'0,44230-3452,,1.00
,0,05B234052,גלשן 23 SLS HYBRID 5'2,44230-3452,,1.00
,0,05B2408133,גלשן JAIME SLS 133 24,44240-3421,,
,0,05B2408136,גלשן JAIME SLS 136 24,44240-3421,,
,0,05B2408139,גלשן JAIME SLS 139 24,44240-3421,,
,0,05B2410133,גלשן JAIME 133 24,44240-3420,,
,0,05B2410136,גלשן JAIME 136 24,44240-3420,,
,0,05B2410139,גלשן JAIME 139 24,44240-3420,,
,0,05B2412135,גלשן 24 SELECT BLUE 135,44240-3425,,
,0,05B2412138,גלשן 24 SELECT BLUE 138,44240-3425,,
,0,05B2412141,גלשן 24 SELECT BLUE 141,44240-3425,,
,0,05B2413135,גלשן 24 SELECT SLS 135,44240-3426,,
,0,05B2413138,גלשן 24 SELECT SLS 138,44240-3426,,
,0,05B2413141,גלשן 24 SELECT SLS 141,44240-3426,,1.00
,0,05B2414138,גלשן 24 SELECT PIG 138,44240-3427,,
,0,05B241552,גלשן 24 SLS VOLT 5'2,44240-3916,,
,0,05B241554,גלשן 24 SLS VOLT 5'4,44240-3916,,1.00
,0,05B241556,גלשן 24 SLS VOLT 5'6,44240-3916,,
,0,05B2417132,גלשן 24 SOLEIL BLUE 132,44240-3429,,
,0,05B2417136,גלשן 24 SOLEIL BLUE 136,44240-3429,,1.00
,0,05B2507136,גלשן TS BIG AIR SLS 136 25,44250-3436,,4.00
,0,05B2507139,גלשן TS BIG AIR SLS 139 25,44250-3436,,2.00
,0,05B2508133,גלשן JAIME SLS 133 25,44250-3421,,
,0,05B2508136,גלשן JAIME SLS 136 25,44250-3421,,1.00
,0,05B2508139,גלשן JAIME SLS 139 25,44250-3421,,2.00
,0,05B2508142,גלשן JAIME SLS 142 25,44250-3421,,
,0,05B2510133,גלשן JAIME 133 25,44250-3420,,4.00
,0,05B2510136,גלשן JAIME 136 25,44250-3420,,1.00
,0,05B2510139,גלשן JAIME 139 25,44250-3420,,
,0,05B2510142,גלשן JAIME 142 25,44250-3420,,1.00
,0,05B2512135,גלשן 25 SELECT BLUE 135,44250-3425,,
,0,05B2512138,גלשן 25 SELECT BLUE 138,44250-3425,,6.00
,0,05B2512141,גלשן 25 SELECT BLUE 141,44250-3425,,2.00
,0,05B2513135,גלשן 25 SELECT SLS 135,44250-3426,,2.00
,0,05B2513138,גלשן 25 SELECT SLS 138,44250-3426,,3.00
,0,05B2516132,גלשן 25 SOLEIL SLS 132,44250-3430,,1.00
,0,05B2516136,גלשן 25 SOLEIL SLS 136,44250-3430,,1.00
,0,05B2517132,גלשן 25 SOLEIL BLUE 132,44250-3429,,
,0,05B2517136,גלשן 25 SOLEIL BLUE 136,44250-3429,,1.00
,0,05B2517153,גלשן 25 SPIKE 153,44250-3428,,1.00
,0,05B2517164,גלשן 25 SPIKE 164,44250-3428,,
,0,05B2518153,גלשן 25 SPIKE SLS 153,44250-3427,,
,0,05B2520138,גלשן 25 GONZALES 138,44250-3431,,4.00
,0,05B2520142,גלשן 25 GONZALES 142,44250-3431,,4.00
,0,05B2520151,גלשן 25 GONZALES 151,44250-3431,,1.00
,0,05B2524501,גלשן  PRO VOKE 5'1 25,44250-3912,,
,0,05B25245D41,גלשן 25 D/LAB WHIP 4'11,44250-3915,,2.00
,0,05B25245D51,גלשן 25 D/LAB WHIP 5'1,44250-3915,,3.00
,0,05B25245D53,גלשן 25 D/LAB WHIP 5'3,44250-3915,,2.00
,0,05B25245S01,גלשן 25 SLS WHIP 5'1,44250-3909,,2.00
,0,05B25245S41,גלשן 25 SLS WHIP 4'11,44250-3909,,1.00
,0,05B25265D56,גלשן 25 D/LAB BLUR 5'6,44250-3917,,2.00
,0,05B25265D59,גלשן 25 D/LAB BLUR 5'9,44250-3917,,
,0,05B25265S06,גלשן 25 SLS BLUR 5'6,44250-3918,,2.00
,0,05B2534D52,גלשן 25 D/LAB VOLT 5'2,44250-3919,,2.00
,0,05B2534D54,גלשן 25 D/LAB VOLT 5'4,44250-3919,,4.00
,0,05B2534D56,גלשן 25 D/LAB VOLT 5'6,44250-3919,,1.00
,0,05B2534S52,גלשן 25 SLS VOLT 5'2,44250-3916,,1.00
,0,05B2534S54,גלשן 25 SLS VOLT 5'4,44250-3916,,
,0,05B2534S56,גלשן 25 SLS VOLT 5'6,44250-3916,,1.00
,0,05B2607136,גלשן TS BIG AIR 136 26,44260-3436,,1.00
,0,05B2607139,גלשן TS BIG AIR 139 26,44260-3436,,
,0,05B2608133,גלשן JAIME SLS 133 26,44260-3421,,
,0,05B2608136,גלשן JAIME SLS 136 26,44260-3421,,6.00
,0,05B2608139,גלשן JAIME SLS 139 26,44260-3421,,2.00
,0,05B2610133,גלשן JAIME 133 26,44260-3420,,3.00
,0,05B2610136,גלשן JAIME 136 26,44260-3420,,12.00
,0,05B2610139,גלשן JAIME 139 26,44260-3420,,4.00
,0,05B2612135,גלשן 26 SELECT BLUE 135,44260-3425,,2.00
,0,05B2612138,גלשן 26 SELECT BLUE 138,44260-3425,,2.00
,0,05B2612141,גלשן 26 SELECT BLUE 141,44260-3425,,
,0,05B2613138,גלשן 26 SELECT SLS 138,44260-3426,,3.00
,0,05B2616132,גלשן 26 SOLEIL SLS 132,44260-3430,,1.00
,0,05B2617128,גלשן 26 SOLEIL BLUE 128,44260-3429,,1.00
,0,05B2617132,גלשן 26 SOLEIL BLUE 132,44260-3429,,2.00
,0,05B2617136,גלשן 26 SOLEIL BLUE 136,44260-3429,,1.00
,0,05B26245D41,גלשן 26 D/LAB WHIP 4'11,44260-3915,,1.00
,0,05B26245D51,גלשן 26 D/LAB WHIP 5'1,44260-3915,,1.00
,0,05B26245D53,גלשן 26 D/LAB WHIP 5'3,44260-3915,,1.00
,0,05B26245S41,גלשן 26 SLS WHIP 4'11,44260-3909,,1.00
,0,05B26245S51,גלשן 26 SLS WHIP 5'1,44260-3909,,1.00
,0,05B26245S53,גלשן 26 SLS WHIP 5'3,44260-3909,,
,0,05B26265D56,גלשן 26 D/LAB BLUR 5'6,44260-3917,,2.00
,0,05B26265D59,גלשן 26 D/LAB BLUR 5'9,44260-3917,,1.00
,0,05B2634D41,גלשן 26 D/LAB VOLT 4'11,44260-3919,,1.00
,0,05B2634D51,גלשן 26 D/LAB VOLT 5'1,44260-3919,,2.00
,0,05B2634D53,גלשן 26 D/LAB VOLT 5'3,44260-3919,,1.00
,0,05B264037,גלשן פויל 26 SLS SOAR 3'7,44260-3451,,4.00
,0,05B264042,גלשן פויל 26 SLS SOAR 4'2,44260-3451,,
,0,05BE23L,רפידות L ENTITY ERGO SS25,44250-3311/C56,,18.00
,0,05BE23M,רפידות M ENTITY ERGO SS25,44250-3311/C56,,22.00
,0,05BE23S,רפידות S ENTITY ERGO SS25,44250-3311/C56,,14.00
,0,05BE23XL,רפידות XL ENTITY ERGO SS25,44250-3311/C56,,8.00
,0,05BE24LN,רפידות 24/25 M-XL VARIO COMBO,44240-3310,,19.00
,0,05BE24LP,רפידות XS-S VARIO COMBO 24/25,44240-3310,,
,0,05BE24M,רפידות M ENTITY ERGO SS24,44240-3311,,
,0,05BE24S,רפידות S ENTITY ERGO SS24,44240-3311,,2.00
,0,05BE24XL,רפידות XL ENTITY ERGO SS24,44240-3311,,1.00
,0,05BEFBC45,סט חרבות קרבון (4יח)  FS 4.5,44900-3301,,24.00
,0,05BEFBC45G,סט חרבות 2026 (4יח)  FS 4.5,44260-3302,,58.00
,0,05BEFBC50G,סט חרבות 2026 (4יח)  FS 5.0,44260-3302,,18.00
,0,05BES23L,רפידות בסיס SS21-SS23 מידה L,44230-8004,,1.00
,0,05BES23M,*רפידות בסיס SS21-SS23 מידה M,44230-8004,,
,0,05BES23S,רפידות בסיס SS21-SS23 מידה S,44230-8004,,2.00
,0,05BESS23L-XL,*רפידות רצועה ספייר) L-XL SS23,44230-8002,,
,0,05BESS23S-M,רפידות (רצועה ספייר) S-M SS23,44230-8002,,3.00
,0,05BETP5B,"אסטרודק 5מ""מ לגלשן קייט שחור",44230-8032,,3.00
,0,05BETP5C,אסטרודק אחורי DT שחור,44900-8037,,2.00
,0,05BETPB3,"*אסטרודק 3מ""מ לגלשן קייט שחור",44900-8038/C54,,
,0,05BETPF4,"אסטרודק 4מ""מ לגלשן סלס 2025",44250-8036,,7.00
,0,05BETPF5,אסטרודק לגלשן רצועות 2025,44250-8030,,12.00
,0,05BETPF6,"אסטרודק 4מ""מ לגלשן סלס 2026",44260-8036,,4.00
,0,05BETPF7,אסטרודק לגלשן רצועות 2026,44260-8030,,3.00
,0,05BETPG3,"אסטרודק 3מ""מ לגלשן קייט אפור",44900-8038/C70,,1.00
,0,05BETPG4,"אסטרודק 4מ""מ לגלשן דילאב 2025",44250-8035,,10.00
,0,05BETPG5,"אסטרודק 4מ""מ לגלשן דילאב 2026",44260-8035,,8.00
,0,05BETPG6,"אסטרודק 5מ""מ לגלשן דילאב 2026",44260-8032,,1.00
,0,05BETPR3,"אסטרודק 3מ""מ לגלשן קייט אדום",44230-8038/C56,,6.00
,0,05BETPY3,"אסטרודק 3מ""מ לגלשן קייט צהוב",44230-8038/C57,,24.00
,0,05BF22CA700,פויל סט כנפיים CARVE  700,44220-3511,,
,0,05BF22CA950,*פויל סט כנפיים CARVE  950,44220-3511,,
,0,05BF22FM75,פויל קייט תורן גוף 75 2022,44210-3503,,4.00
,0,05BF22FM90,פויל קייט תורן גוף 90 2023,44210-3504,,2.00
,0,05BF22FR700,פויל סט כנפיים FREERIDE 22 700,44900-8451,,
,0,05BF22MF90Q,פויל קייט תורן גוף חיבור מהיר,42230-3701,,1.00
,0,05BF22SU1250,פויל סט כנפיים SURF 22 1250,44220-3513,,1.00
,0,05BF22SU1500,*פויל סט כנפיים SURF 22 1500,44220-3513,,
,0,05BF23FMS75,פויל קייט תורן גוף 75 2023 SLS,44210-8361,,
,0,05BF23FMS90,פויל קייט תורן גוף 90 2023 SLS,44210-8360,,
,0,05BS8058,סט ברגים לרפידות M6/16MM,44900-8058,,6.00
,0,05BS8063,סט ברגים לרצועת גלשן גלים,44900-8063,,
,0,05BS8400,רצועות רגליים סט לגלשן גלים,44900-8070,,3.00
,0,05BS84001,רצועת רגליים לגלשן פויל FREE,44900-8313,,5.00
,0,05BS8401,רצועות+רפידות VARIO COMBO,44220-3310,,2.00
,0,05BS8401A1,נעליים לגלשן קייט 10 D BOOT,44200-4300,,
,0,05BS8401A11,נעליים לגלשן קייט 9 D BOOT,44200-4300,,
,0,05BS8401A12,רפידות נעל לגלשן 11 D BOOT,44200-4300,,
,0,05BS8402L,רפידות L ENTITY ERGO SS23,44230-3311,,4.00
,0,05BS8403B,אום למסילה לגלשן קייט 4 יח,44900-8091,,19.50
,0,05BS8404,מתאם ליש לגלשן קייט,44900-8090,,50.00
,0,05BS8405,רצועות רגליים + סט ברגים לפויל,44900-8316,,11.00
,0,05BS8407,רצועות רגליים לגלשן PACE EVA22,44220-8313,,2.00
,0,05BS8408,רצועות רגליים לגלשן PACE SLS22,44220-8315,,1.00
,0,05BS8409,רצועות רגליים לפויל ללא ברגים,44220-8316,,4.00
,0,05BS8416,סט ברגים TX30 MX20 לפויל,44220-8361,,
,0,05BS8417,סט ברגים TX30 MX16 לפויל 216,44220-8360,,
,0,05BS8418,סט ברגים TX30 MX25 לפויל GT,44220-8354,,
,0,05BS8419,סט ברגים לפויל קייט פרירייד,44220-8351,,2.00
,0,05BS8420,סט ברגים לפויל ספיריט,44900-8377,,
,0,05BS8421,סט ברגים לגלשן פויל,44900-8308,,
628.00,0,05BS8422,סט HELICOIL לתורן פויל M6,44900-8425,,
628.00,0,05BS8423,סט HELICOIL לתורן פויל M8,44900-8426,,
,0,05BS8424,סט ברגים לגלשן פויל M6x21 PACE,44220-8318,,7.00
,0,05BS8425,סט ברגים לגלשן גלים 30mm,44220-8319,,7.00
,0,05BS8426,סט ברגים לגלשן פויל FREE,44900-8331,,8.00
,0,05BS9401A3,"אסטרודק קדמי 5 מ""מ לגלשן גלים",44220-8032/44210,,11.00
,0,05BS9501A2,"*אסטרודק קדמי 3מ""מ לגלשן גלים",44220-8038/44900,,3.00
